Posting time 	Number of images	Description under the image	Year	Make and Model 	Condition 	Cylinders 	Drive 	Fuel 	Odometer 	Paint color	Size	Title Status 	Transmission	VIN	url
"2018-01-27  9:06pm
                "		"2015 Jeep Grand Cherokee. Runs and drives nice well maintained. No engine lights or rust. Heat and Ac work good. Tires are like new. Power everything, nice sound system with Aux for music. Recent inspection sticker. Doesn't need anything priced to sell!
Very nice and maintained jeep. Will pass inspection no problem/infact I will put one on with purchase. 30 day warranty at no cost... recent new tires and brakes, just drive it!! .Alpine stereo. Call with questions. No rust at all Automatic, Push Button Stop/Start Technology, Power Package, Factory CD/MP3/Satellite Radio/Auxiliary Input, Dual Climate Controls, Digital Information Center, Tilt/Cruise, Slate Interior Trim, Nice Tires, 17'' Wheels, Chrome Trim, Rear Liftgate/Storage, Drives Great!! Spacious car with after market leather seats. No scratches or dents, never been in a wreck.
Tow package and sunroof
Heated seats
Tinted windows
Extremely reliable and safe
Remote start capability
Brand new windshield
Brand new battery
Powertrain warranty included! Covered up to
Mileage: 107,064
Two owners total.
Non-smoker owned.
Need to sell by end of February because I am moving overseas and cannot take it with me.    "	2015		 excellent	 8 cylinders	 4wd	 gas	 93000	 blue	 full-size	 clean	 automatic	 3C7WRTCL2FG689036	https://northmiss.craigslist.org/cto/d/great-grand-cheroke-very-good/6475502137.html
"2018-01-26 12:50pm
                "	7	"2014 nissan altima 
fuel: gas 
title status: clean 
transmission: automatic 
2014 Altima 4 cylinder S model with 78,000 miles. Power windows, locks,seats. Great car!! $11,500. Call  show contact info
"	2014		 excellent	 4 cylinders	 4wd	 gas	 93000	 blue	 full-size	 clean	 automatic	 3C7WRTCL2FG689036	https://northmiss.craigslist.org/cto/d/2014-nissan/6473783985.html
			2014		 excellent	 4 cylinders	 4wd	 gas	 93000	 blue	 full-size	 clean	 automatic	 3C7WRTCL2FG689036	https://northmiss.craigslist.org/cto/d/smog-checked2004-ford-150/6481687659.html
			2014		 excellent	 4 cylinders	 4wd	 gas	 93000	 blue	 full-size	 clean	 automatic	 3C7WRTCL2FG689036	https://northmiss.craigslist.org/cto/d/97-ford-f150-ext-cab/6467430595.html
"2018-02-02  7:32am
                "	11	"4.3 v6, 5speed, 169k , receipts on new parts, Very dependable, Runs and drives Great, New Cooper tires 3months old, 20"" Boss wheels, disc brakes all around, led tail lights, smoked headlights, rain guards, bugshield, bedliner, new exhaust, new CD player, rollpan, selling cause I'm needing more room .. No paypal, no help selling , no trades, Cash only .. Very Clean and well maintained Truck , text is best to reach me... $4300obo    "	2000		 excellent	 4 cylinders	 4wd	 gas	 93000	 blue	 full-size	 clean	 manual	 3C7WRTCL2FG689036	https://northmiss.craigslist.org/cto/d/2000-chevy-silverado/6481718120.html
"2018-01-29  4:48pm
                "	7	This has got to be the cleanest one by far has been kept all records new tires loaded with leather sunroof every thing works under the hood is clean enough to eat off of own by retired realtor lady. Have to see to believe.    	2002		 excellent	 4 cylinders	 4wd	 gas	 250000	 blue	 full-size	 clean	 automatic	 3C7WRTCL2FG689036	https://northmiss.craigslist.org/cto/d/2002-honda-accord-ex/6477564369.html
"2018-02-02  5:23am
                "		"No check engine lights, no leaks
Got new inspection done on it and also fresh oil change!
4 almost new michellin tires!
This car will be excellent on ice and snow as it is a 4wd.
Millage 134XXX. Mostly highway millage.    "	2004		 excellent	 4 cylinders	 4wd	 gas	 250000	 blue	 full-size	 clean	 automatic	 3C7WRTCL2FG689036	https://northmiss.craigslist.org/cto/d/2004-ford-150-in-like-new/6481656869.html
"2018-02-02  7:14am
                "	5	"Nice SUV with reclining back seats panoramic roof and fairly new tires. Has 130kmi fully equipped with Bluetooth leather and reclining back seats. Runs and drives excellent. $9150 or best close reasonable offers.  show contact info
...    "	2011		 excellent	 4 cylinders	 4wd	 gas	 250000	 blue	 full-size	 rebuilt	 automatic	 3C7WRTCL2FG689036	https://northmiss.craigslist.org/cto/d/2011-ford-edge/6481705345.html
"2018-01-24  6:46pm
                "		"2009 Toyota Camry se
4 cylinder 2.4 l. Engine
Runs & drives good
Clean inside & outside 
73,000 ROAD MILES

GRAY  LEATHER, SUNROOF, WEATHERPROOF FLOOR MATS, NEW TOYO TIRES WITH ONLY 5,000 MILES ON THEM  
VERY CLEAN AND TAKEN CARE OF.  NO PROBLEMS, READY TO GO    "	2009		 excellent	 4 cylinders	 fwd	 gas	 73000	 black	 full-size	 clean	 automatic	 3C7WRTCL2FG689036	https://northmiss.craigslist.org/cto/d/2009-toyota-camry/6471819525.html
"2018-02-02  7:05am
                "		Tax season special. 97 F150 bagged. Comes with a high output 5.0 with gt40 heads and headers from a 93 mustang and comes with an automatic transmission and complete wiring harness and computer. I don't have the time to work on it really. It has brand new U2 55s wheels and tires (0 miles) brand new upper and lower black billet grills. Brand new Little Larry's Four Play. 4 brand new dominater 2600s. Brand new tailgate skin that's 90% installed, tail light fillers and a 3 piece weld on roll pan all brand new from Grants Kustoms. Also has brand new billet rearview mirror and steering wheel. $4000 only or trade for something else.    	1997		 excellent	 4 cylinders	 fwd	 gas	 73000	 black	 full-size	 clean	 automatic	 3C7WRTCL2FG689036	https://northmiss.craigslist.org/cto/d/bagged-97-f150/6481700035.html
			1997		 excellent	 4 cylinders	 fwd	 gas	 73000	 black	 full-size	 clean	 automatic	 3C7WRTCL2FG689036	https://northmiss.craigslist.org/cto/d/2007-suburban-one-owner/6481697576.html
"2018-02-02  5:40am
                "		~clean wheels ~radio data system ~3.5L V6 engine ~navi--leather ~104X00 miles ~driver door bin ~timing belt and water pump done    	2008		 excellent	 4 cylinders	 fwd	 gas	 73000	 black	 full-size	 clean	 automatic	 3C7WRTCL2FG689036	https://northmiss.craigslist.org/cto/d/4-distinct-designs-available/6481661847.html
"2018-01-21  8:21am
                "	6	"Must see kia  203000 miles 3500 motor  pw,pl blue in color tan leather seats needs air flow sensor call  show contact info
"	2005		 fair	 6 cylinders	 fwd	 gas	 73000	 blue	 full-size	 clean	 automatic	 3C7WRTCL2FG689036	https://northmiss.craigslist.org/cto/d/05-kia-armada/6467430261.html
"2018-01-07  2:05pm
                "	5	"2010 Lexus Is250 loaded v-6 automatic 120k miles  show contact info
"	2010		 fair	 6 cylinders	 fwd	 gas	 73000	 blue	 full-size	 clean	 automatic	 3C7WRTCL2FG689036	https://northmiss.craigslist.org/cto/d/2010-lexus-isk-miles/6451269755.html
"2018-01-22  6:59am
                "	6	"NO MECHANICAL ISSUES! 200K MILES. NO DENTS. NO LEAKS. EVERYTHING WORKS ON THE CAR. NO CHECK ENGINE LIGHT ON. I DRIVE MY CAR EVERYDAY. YOU CAN DRIVE IT ANYWHERE WITH NO PROBLEMS AT ALL. CLEAR TITLE IN HAND. NO TEXT MESSAGES OR EMAILS. NO TRADES. CALL show contact info
"	2003		 fair	 6 cylinders	 fwd	 gas	 73000	 blue	 full-size	 clean	 automatic	 3C7WRTCL2FG689036	https://northmiss.craigslist.org/cto/d/03-camry-runs-like-new/6468410165.html
			2003		 fair	 6 cylinders	 fwd	 gas	 73000	 blue	 full-size	 clean	 automatic	 3C7WRTCL2FG689036	https://northmiss.craigslist.org/cto/d/1999-chevrolet-step-side-71/6479431093.html
			2003		 fair	 6 cylinders	 fwd	 gas	 73000	 blue	 full-size	 clean	 automatic	 3C7WRTCL2FG689036	https://northmiss.craigslist.org/cto/d/2000-silverado-extended-cab/6472116046.html
			2003		 fair	 6 cylinders	 fwd	 gas	 73000	 blue	 full-size	 clean	 automatic	 3C7WRTCL2FG689036	https://northmiss.craigslist.org/cto/d/99-ford-f150-xlt-truck-ext/6448483439.html
"2018-02-02  3:01am
                "	5	"For sale! 
Text me for information!  show contact info

191300 miles
Might trade for a four wheeler if you got boot!    "	2003		 fair	 6 cylinders	 fwd	 gas	 73000	 blue	 full-size	 clean	 automatic	 3C7WRTCL2FG689036	https://northmiss.craigslist.org/cto/d/2003-chevrolet-tahoe-4x4/6481627177.html
"2018-01-20  2:19am
                "	5	"DO NOT ASK IF THIS CAR IS STILL FOR SALE WILL BE DELETED WHEN SOLD!! SOLD AS IS!! NO TRADES! CLEAR TITLE!!NO TRADES!  PRICE IS FIRM $1,200 CASH NO MAKING PAYMENTS
 DOES NOT RUN NEEDS FUEL PUMP!
This car just went on a 600 mile trip  and then would not start the next day.Turns over  was told it needs fuel pump.If you buy it you will have to haul it to wherever it is to be fixed  Do not have the money for a tow bill and a shop bill to fix it.
212,xxx miles CLEAR TITLE ,NON SMOKER OWNER 36 Miles per gallon!
4 cylinder (ran great when it was running)5 speed (clutch works perfect shifts great)
A/C and heat work perfect
Power windows (work perfect),locks,sunroof,tilt steering wheel,cruise control,delay wipers 
Extremely nice and clean interior,Paint shines up good but it's a 2000 model shows some wear.
It is not a one owner car nor do I know or care how many owners it's had.
Due to scams email only    "	2000		 fair	 4 cylinders	 fwd	 gas	 212000	 purple	 compact	 clean	 manual	 3C7WRTCL2FG689036	https://northmiss.craigslist.org/cto/d/2000-saturn-sc-3-door-36-mpg/6466197866.html
"2018-01-07  3:20pm
                "	10	"2008 Ford Crown Victoria police car good V8,4.6L motor 187,000 miles (bad transmission) will not run a lot of parts missing clear title selling as is for $600 call or text anytime  show contact info
"	2008		 fair	 8 cylinders	 rwd	 gas	 187000	 white	 full-size	 clean	 automatic	 3C7WRTCL2FG689036	https://northmiss.craigslist.org/cto/d/2008-crown-victoria-police-car/6451355240.html
			2008		 fair	 8 cylinders	 rwd	 gas	 187000	 white	 full-size	 clean	 automatic	 3C7WRTCL2FG689036	https://northmiss.craigslist.org/cto/d/2005-mercedes-benz-class-e320/6457257970.html
"2018-01-12 12:30pm
                "	4	"For Sale:

2004 Chrysler PT Cruiser.

It cranks and runs great.  It has a manual transmission, good brakes, and good tires.

Clean Title

120000 miles

$2200 or best offer

Call  show contact info
"	2004		 fair	 8 cylinders	 rwd	 diesel	 187000	 white	 full-size	 clean	 manual	 3C7WRTCL2FG689036	https://northmiss.craigslist.org/cto/d/2004-chrysler-pt-cruiser-runs/6457234812.html
"2018-01-28  9:55pm
                "		"Aplusdentrepair.com

Call Jacob 901849398two 
We remove dings and small dents, fast, friendly and professional. 
Let us make your car or truck look new again 
Call now to schedule an appointment for same day service.

""Making Cars Dent Free Since 2003""    "	2019		 fair	 8 cylinders	 rwd	 other	 187000	 white	 full-size	 clean	 other	 3C7WRTCL2FG689036	https://northmiss.craigslist.org/cto/d/painless-dent-repair-mobile/6476597479.html
			2019		 fair	 8 cylinders	 rwd	 other	 187000	 white	 full-size	 clean	 other	 3C7WRTCL2FG689036	https://northmiss.craigslist.org/cto/d/2012-maxima-loaded/6475123544.html
			2019		 fair	 8 cylinders	 rwd	 other	 187000	 white	 full-size	 clean	 other	 3C7WRTCL2FG689036	https://northmiss.craigslist.org/cto/d/dodge-ram-3500-turbo-diesel/6481524069.html
			2019		 fair	 8 cylinders	 rwd	 other	 187000	 white	 full-size	 clean	 other	 3C7WRTCL2FG689036	https://northmiss.craigslist.org/cto/d/2014-gmc-terrain-denali/6481523785.html
			2019		 fair	 8 cylinders	 rwd	 other	 187000	 white	 full-size	 clean	 other	 3C7WRTCL2FG689036	https://northmiss.craigslist.org/cto/d/2002-volkswagen-jetta/6476306004.html
			2019		 fair	 8 cylinders	 rwd	 other	 187000	 white	 full-size	 clean	 other	 3C7WRTCL2FG689036	https://northmiss.craigslist.org/cto/d/2005-chevy-silveraldo/6481500287.html
"2018-01-28  3:52pm
                "	11	"1966 Fairlane 500 Convertible
289 with C4 trans  Both in great condition...Power steering
Tires like new.
New brakes  front and rear.
Flowmasters..
Does need top replaced.
Tagged, insured and driven.
Left front fender has dents and trunk lid has rust on lower lip..I have replacement fender and deck lid.
Passenger side floorpan has rust but had panel installed.
Smooth running driving car.
Needs a little TLC and be a sweet cruiser.

Sell or Trade.......Text is best...... show contact info

"	1966		 fair	 8 cylinders	 rwd	 gas	 187000	 white	 full-size	 clean	 automatic	 3C7WRTCL2FG689036	https://northmiss.craigslist.org/cto/d/1966-ford-fairlane-500/6476269068.html
			1966		 fair	 8 cylinders	 rwd	 gas	 187000	 white	 full-size	 clean	 automatic	 3C7WRTCL2FG689036	https://northmiss.craigslist.org/cto/d/2010-chrysler-300-touring/6474995128.html
			1966		 fair	 8 cylinders	 rwd	 gas	 187000	 white	 full-size	 clean	 automatic	 3C7WRTCL2FG689036	https://northmiss.craigslist.org/ctd/d/2013-gmc-sierra-2500hdhd-crew/6481497958.html
			1966		 fair	 8 cylinders	 rwd	 gas	 187000	 white	 full-size	 clean	 automatic	 3C7WRTCL2FG689036	https://northmiss.craigslist.org/ctd/d/2014-chevrolet-silverado/6481497978.html
			1966		 fair	 8 cylinders	 rwd	 gas	 187000	 white	 full-size	 clean	 automatic	 3C7WRTCL2FG689036	https://northmiss.craigslist.org/ctd/d/2012-ford-350-sd-fx4-flatbed/6481497932.html
			1966		 fair	 8 cylinders	 rwd	 gas	 187000	 white	 full-size	 clean	 automatic	 3C7WRTCL2FG689036	https://northmiss.craigslist.org/ctd/d/2012-ford-350-sd-fx4-flatbed/6481497932.html
			1966		 fair	 8 cylinders	 rwd	 gas	 187000	 white	 full-size	 clean	 automatic	 3C7WRTCL2FG689036	https://northmiss.craigslist.org/ctd/d/2014-chevrolet-silverado/6481497931.html
			1966		 fair	 8 cylinders	 rwd	 gas	 187000	 white	 full-size	 clean	 automatic	 3C7WRTCL2FG689036	https://northmiss.craigslist.org/ctd/d/2013-gmc-sierra-2500hdhd-crew/6481497902.html
			1966		 fair	 8 cylinders	 rwd	 gas	 187000	 white	 full-size	 clean	 automatic	 3C7WRTCL2FG689036	https://northmiss.craigslist.org/cto/d/2008-cadillac-srx-model-suv/6481470290.html
			1966		 fair	 8 cylinders	 rwd	 gas	 187000	 white	 full-size	 clean	 automatic	 3C7WRTCL2FG689036	https://northmiss.craigslist.org/cto/d/van-2000-gmc-savannah-van/6476458354.html
			1966		 fair	 8 cylinders	 rwd	 gas	 187000	 white	 full-size	 clean	 automatic	 3C7WRTCL2FG689036	https://northmiss.craigslist.org/cto/d/20ft-steel-deck-trailer/6472818398.html
			1966		 fair	 8 cylinders	 rwd	 gas	 187000	 white	 full-size	 clean	 automatic	 3C7WRTCL2FG689036	https://northmiss.craigslist.org/cto/d/2012-f350-flatbed/6452182313.html
			1966		 fair	 8 cylinders	 rwd	 gas	 187000	 white	 full-size	 clean	 automatic	 3C7WRTCL2FG689036	https://northmiss.craigslist.org/cto/d/97-gmc-sierra-4x4/6481470238.html
			1966		 fair	 8 cylinders	 rwd	 gas	 187000	 white	 full-size	 clean	 automatic	 3C7WRTCL2FG689036	https://northmiss.craigslist.org/cto/d/4-wheel-drive-subaru-forester/6456046874.html
			1966		 fair	 8 cylinders	 rwd	 gas	 187000	 white	 full-size	 clean	 automatic	 3C7WRTCL2FG689036	https://northmiss.craigslist.org/cto/d/1997-nissan-pickup-project/6470300446.html
			1966		 fair	 8 cylinders	 rwd	 gas	 187000	 white	 full-size	 clean	 automatic	 3C7WRTCL2FG689036	https://northmiss.craigslist.org/cto/d/99-avenger/6481445670.html
			1966		 fair	 8 cylinders	 rwd	 gas	 187000	 white	 full-size	 clean	 automatic	 3C7WRTCL2FG689036	https://northmiss.craigslist.org/cto/d/1979-f100/6481444948.html
			1966		 fair	 8 cylinders	 rwd	 gas	 187000	 white	 full-size	 clean	 automatic	 3C7WRTCL2FG689036	https://northmiss.craigslist.org/cto/d/03-ascender/6458800245.html
			1966		 fair	 8 cylinders	 rwd	 gas	 187000	 white	 full-size	 clean	 automatic	 3C7WRTCL2FG689036	https://northmiss.craigslist.org/cto/d/2005-mustang-gt-with-roush/6467190534.html
			1966		 fair	 8 cylinders	 rwd	 gas	 187000	 white	 full-size	 clean	 automatic	 3C7WRTCL2FG689036	https://northmiss.craigslist.org/cto/d/hummer-h3/6481441516.html
			1966		 fair	 8 cylinders	 rwd	 gas	 187000	 white	 full-size	 clean	 automatic	 3C7WRTCL2FG689036	https://northmiss.craigslist.org/cto/d/2003-kia/6481424986.html
			1966		 fair	 8 cylinders	 rwd	 gas	 187000	 white	 full-size	 clean	 automatic	 3C7WRTCL2FG689036	https://northmiss.craigslist.org/cto/d/2007-lexus-gs350/6481424627.html
			1966		 fair	 8 cylinders	 rwd	 gas	 187000	 white	 full-size	 clean	 automatic	 3C7WRTCL2FG689036	https://northmiss.craigslist.org/ctd/d/2008-ford-explorer-xlt/6481425498.html
			1966		 fair	 8 cylinders	 rwd	 gas	 187000	 white	 full-size	 clean	 automatic	 3C7WRTCL2FG689036	https://northmiss.craigslist.org/ctd/d/2017-chevrolet-malibu-lt/6481425389.html
			1966		 fair	 8 cylinders	 rwd	 gas	 187000	 white	 full-size	 clean	 automatic	 3C7WRTCL2FG689036	https://northmiss.craigslist.org/ctd/d/2015-hyundai-veloster-turbo/6481425245.html
			1966		 fair	 8 cylinders	 rwd	 gas	 187000	 white	 full-size	 clean	 automatic	 3C7WRTCL2FG689036	https://northmiss.craigslist.org/ctd/d/2008-nissan-titan-crew-cab/6481425169.html
			1966		 fair	 8 cylinders	 rwd	 gas	 187000	 white	 full-size	 clean	 automatic	 3C7WRTCL2FG689036	https://northmiss.craigslist.org/ctd/d/2013-dodge-challenger-t-plus/6481425145.html
			1966		 fair	 8 cylinders	 rwd	 gas	 187000	 white	 full-size	 clean	 automatic	 3C7WRTCL2FG689036	https://northmiss.craigslist.org/ctd/d/2007-chevrolet-silverado-1500/6481425112.html
			1966		 fair	 8 cylinders	 rwd	 gas	 187000	 white	 full-size	 clean	 automatic	 3C7WRTCL2FG689036	https://northmiss.craigslist.org/ctd/d/2011-cadillac-srx-luxury/6481424747.html
			1966		 fair	 8 cylinders	 rwd	 gas	 187000	 white	 full-size	 clean	 automatic	 3C7WRTCL2FG689036	https://northmiss.craigslist.org/ctd/d/2008-chevrolet-suburban-1500/6481424725.html
			1966		 fair	 8 cylinders	 rwd	 gas	 187000	 white	 full-size	 clean	 automatic	 3C7WRTCL2FG689036	https://northmiss.craigslist.org/ctd/d/2010-mercedes-benz-class-e350/6481424639.html
			1966		 fair	 8 cylinders	 rwd	 gas	 187000	 white	 full-size	 clean	 automatic	 3C7WRTCL2FG689036	https://northmiss.craigslist.org/ctd/d/2015-chevrolet-impala-lt/6481424619.html
			1966		 fair	 8 cylinders	 rwd	 gas	 187000	 white	 full-size	 clean	 automatic	 3C7WRTCL2FG689036	https://northmiss.craigslist.org/ctd/d/2013-toyota-sienna-le/6481424607.html
			1966		 fair	 8 cylinders	 rwd	 gas	 187000	 white	 full-size	 clean	 automatic	 3C7WRTCL2FG689036	https://northmiss.craigslist.org/ctd/d/2016-ford-fusion-se-approvals/6481424485.html
			1966		 fair	 8 cylinders	 rwd	 gas	 187000	 white	 full-size	 clean	 automatic	 3C7WRTCL2FG689036	https://northmiss.craigslist.org/ctd/d/2014-nissan-maxima-approvals/6481424446.html
			1966		 fair	 8 cylinders	 rwd	 gas	 187000	 white	 full-size	 clean	 automatic	 3C7WRTCL2FG689036	https://northmiss.craigslist.org/ctd/d/2016-chevrolet-equinox-lt/6481424418.html
			1966		 fair	 8 cylinders	 rwd	 gas	 187000	 white	 full-size	 clean	 automatic	 3C7WRTCL2FG689036	https://northmiss.craigslist.org/ctd/d/2013-lexus-es-350-approvals/6481424397.html
			1966		 fair	 8 cylinders	 rwd	 gas	 187000	 white	 full-size	 clean	 automatic	 3C7WRTCL2FG689036	https://northmiss.craigslist.org/cto/d/2006-toyota-tacoma-prerunner/6481410628.html
			1966		 fair	 8 cylinders	 rwd	 gas	 187000	 white	 full-size	 clean	 automatic	 3C7WRTCL2FG689036	https://northmiss.craigslist.org/cto/d/2005-dodge-ramx4-diesel/6481404585.html
			1966		 fair	 8 cylinders	 rwd	 gas	 187000	 white	 full-size	 clean	 automatic	 3C7WRTCL2FG689036	https://northmiss.craigslist.org/cto/d/2013-buick-lacrosse-nice/6470005778.html
			1966		 fair	 8 cylinders	 rwd	 gas	 187000	 white	 full-size	 clean	 automatic	 3C7WRTCL2FG689036	https://northmiss.craigslist.org/cto/d/2008-jeep-liberty/6481396676.html
			1966		 fair	 8 cylinders	 rwd	 gas	 187000	 white	 full-size	 clean	 automatic	 3C7WRTCL2FG689036	https://northmiss.craigslist.org/cto/d/for-sale-2001-chevrolet/6468536147.html
			1966		 fair	 8 cylinders	 rwd	 gas	 187000	 white	 full-size	 clean	 automatic	 3C7WRTCL2FG689036	https://northmiss.craigslist.org/cto/d/for-sale-2002-nissan-quest/6468769845.html
			1966		 fair	 8 cylinders	 rwd	 gas	 187000	 white	 full-size	 clean	 automatic	 3C7WRTCL2FG689036	https://northmiss.craigslist.org/cto/d/for-sale-2006-ford-explorer/6473567617.html
			1966		 fair	 8 cylinders	 rwd	 gas	 187000	 white	 full-size	 clean	 automatic	 3C7WRTCL2FG689036	https://northmiss.craigslist.org/cto/d/2001-kawasaky-vulcan-for-sale/6477058949.html
			1966		 fair	 8 cylinders	 rwd	 gas	 187000	 white	 full-size	 clean	 automatic	 3C7WRTCL2FG689036	https://northmiss.craigslist.org/cto/d/sahara/6478761352.html
			1966		 fair	 8 cylinders	 rwd	 gas	 187000	 white	 full-size	 clean	 automatic	 3C7WRTCL2FG689036	https://northmiss.craigslist.org/cto/d/2009-nissan-altima-low-miles/6468643712.html
			1966		 fair	 8 cylinders	 rwd	 gas	 187000	 white	 full-size	 clean	 automatic	 3C7WRTCL2FG689036	https://northmiss.craigslist.org/cto/d/2012-ram-longhorn-limited/6481367353.html
			1966		 fair	 8 cylinders	 rwd	 gas	 187000	 white	 full-size	 clean	 automatic	 3C7WRTCL2FG689036	https://northmiss.craigslist.org/cto/d/take-off-in-this-mustang/6473087769.html
			1966		 fair	 8 cylinders	 rwd	 gas	 187000	 white	 full-size	 clean	 automatic	 3C7WRTCL2FG689036	https://northmiss.craigslist.org/cto/d/2009-buick-lucerne-cxl-non/6467049283.html
			1966		 fair	 8 cylinders	 rwd	 gas	 187000	 white	 full-size	 clean	 automatic	 3C7WRTCL2FG689036	https://northmiss.craigslist.org/ctd/d/2014-chevrolet-silveradolt/6481351083.html
			1966		 fair	 8 cylinders	 rwd	 gas	 187000	 white	 full-size	 clean	 automatic	 3C7WRTCL2FG689036	https://northmiss.craigslist.org/cto/d/jeep-commander-limited/6456578823.html
			1966		 fair	 8 cylinders	 rwd	 gas	 187000	 white	 full-size	 clean	 automatic	 3C7WRTCL2FG689036	https://northmiss.craigslist.org/cto/d/2007-chevrolet-malibu/6468138908.html
			1966		 fair	 8 cylinders	 rwd	 gas	 187000	 white	 full-size	 clean	 automatic	 3C7WRTCL2FG689036	https://northmiss.craigslist.org/cto/d/2006-nissan-altima-se-4-door/6452653923.html
			1966		 fair	 8 cylinders	 rwd	 gas	 187000	 white	 full-size	 clean	 automatic	 3C7WRTCL2FG689036	https://northmiss.craigslist.org/cto/d/dodge-ram-2500-cummins-diesel/6481330800.html
			1966		 fair	 8 cylinders	 rwd	 gas	 187000	 white	 full-size	 clean	 automatic	 3C7WRTCL2FG689036	https://northmiss.craigslist.org/cto/d/mercury-chassis/6478809539.html
			1966		 fair	 8 cylinders	 rwd	 gas	 187000	 white	 full-size	 clean	 automatic	 3C7WRTCL2FG689036	https://northmiss.craigslist.org/cto/d/college-student-iso-vehicle/6481309979.html
			1966		 fair	 8 cylinders	 rwd	 gas	 187000	 white	 full-size	 clean	 automatic	 3C7WRTCL2FG689036	https://northmiss.craigslist.org/cto/d/2000-ford-mustang/6462818193.html
			1966		 fair	 8 cylinders	 rwd	 gas	 187000	 white	 full-size	 clean	 automatic	 3C7WRTCL2FG689036	https://northmiss.craigslist.org/cto/d/2000-honda-cr/6462815883.html
			1966		 fair	 8 cylinders	 rwd	 gas	 187000	 white	 full-size	 clean	 automatic	 3C7WRTCL2FG689036	https://northmiss.craigslist.org/cto/d/2000-chevrolet-silverado-z71/6463597542.html
			1966		 fair	 8 cylinders	 rwd	 gas	 187000	 white	 full-size	 clean	 automatic	 3C7WRTCL2FG689036	https://northmiss.craigslist.org/cto/d/1996-lincoln-towncar/6452551247.html
			1966		 fair	 8 cylinders	 rwd	 gas	 187000	 white	 full-size	 clean	 automatic	 3C7WRTCL2FG689036	https://northmiss.craigslist.org/cto/d/2006-dodge-charger-rt-daytona/6481294192.html
			1966		 fair	 8 cylinders	 rwd	 gas	 187000	 white	 full-size	 clean	 automatic	 3C7WRTCL2FG689036	https://northmiss.craigslist.org/cto/d/2009-chevy-avalanche-z71-4wd/6473939447.html
			1966		 fair	 8 cylinders	 rwd	 gas	 187000	 white	 full-size	 clean	 automatic	 3C7WRTCL2FG689036	https://northmiss.craigslist.org/cto/d/ford-ranger/6474818917.html
			1966		 fair	 8 cylinders	 rwd	 gas	 187000	 white	 full-size	 clean	 automatic	 3C7WRTCL2FG689036	https://northmiss.craigslist.org/cto/d/1986-chevy-caprice-brougham/6481272841.html
			1966		 fair	 8 cylinders	 rwd	 gas	 187000	 white	 full-size	 clean	 automatic	 3C7WRTCL2FG689036	https://northmiss.craigslist.org/cto/d/2016-suburban-ltz-4x4/6481271007.html
			1966		 fair	 8 cylinders	 rwd	 gas	 187000	 white	 full-size	 clean	 automatic	 3C7WRTCL2FG689036	https://northmiss.craigslist.org/cto/d/96-f350/6478377509.html
			1966		 fair	 8 cylinders	 rwd	 gas	 187000	 white	 full-size	 clean	 automatic	 3C7WRTCL2FG689036	https://northmiss.craigslist.org/cto/d/chevy-sonic/6481261974.html
			1966		 fair	 8 cylinders	 rwd	 gas	 187000	 white	 full-size	 clean	 automatic	 3C7WRTCL2FG689036	https://northmiss.craigslist.org/cto/d/03-z71/6473007381.html
			1966		 fair	 8 cylinders	 rwd	 gas	 187000	 white	 full-size	 clean	 automatic	 3C7WRTCL2FG689036	https://northmiss.craigslist.org/cto/d/sierra-truck-for-sale/6481244415.html
			1966		 fair	 8 cylinders	 rwd	 gas	 187000	 white	 full-size	 clean	 automatic	 3C7WRTCL2FG689036	https://northmiss.craigslist.org/cto/d/2006-dodge-2500-mega-cab-4x4/6446887628.html
			1966		 fair	 8 cylinders	 rwd	 gas	 187000	 white	 full-size	 clean	 automatic	 3C7WRTCL2FG689036	https://northmiss.craigslist.org/ctd/d/2011-ford-edge-se/6481226362.html
			1966		 fair	 8 cylinders	 rwd	 gas	 187000	 white	 full-size	 clean	 automatic	 3C7WRTCL2FG689036	https://northmiss.craigslist.org/ctd/d/2011-ford-edge-se/6481226362.html
			1966		 fair	 8 cylinders	 rwd	 gas	 187000	 white	 full-size	 clean	 automatic	 3C7WRTCL2FG689036	https://northmiss.craigslist.org/ctd/d/2015-ford-f150-supercrew-fx4/6481217711.html
			1966		 fair	 8 cylinders	 rwd	 gas	 187000	 white	 full-size	 clean	 automatic	 3C7WRTCL2FG689036	https://northmiss.craigslist.org/cto/d/gmc/6463277525.html
			1966		 fair	 8 cylinders	 rwd	 gas	 187000	 white	 full-size	 clean	 automatic	 3C7WRTCL2FG689036	https://northmiss.craigslist.org/ctd/d/2012-ford-f150-xl-supercab/6481207992.html
			1966		 fair	 8 cylinders	 rwd	 gas	 187000	 white	 full-size	 clean	 automatic	 3C7WRTCL2FG689036	https://northmiss.craigslist.org/ctd/d/2006-dodge-dakota-slt-44/6481206788.html
			1966		 fair	 8 cylinders	 rwd	 gas	 187000	 white	 full-size	 clean	 automatic	 3C7WRTCL2FG689036	https://northmiss.craigslist.org/cto/d/2010-chevy-impala/6481195044.html
			1966		 fair	 8 cylinders	 rwd	 gas	 187000	 white	 full-size	 clean	 automatic	 3C7WRTCL2FG689036	https://northmiss.craigslist.org/ctd/d/2013-ford-edge-limited/6481197108.html
