Posting time 	Number of images	Description under the image	Year	Make and Model 	Condition 	Cylinders 	Drive 	Fuel 	Odometer 	Paint color	Size	Title Status 	Transmission	VIN
"2018-02-03 11:00am
                "	12	"2017 Nissan Murano SV
For Vehicle Availability Contact Us Now!!
Butch Davis Chevrolet  ""DRIVE A LITTLE-SAVE A LOT!""
Call Us AT: (662) 200-5006 
Stock Number: P1159 
 
Year:*2017*
Make: *Nissan*
Model: *Murano*
Trim: *SV*
VIN: 5N1AZ2MG2HN100799
Stock: P1159
Mileage: 30190 miles
Engine: 3.5L V6
Transmission: CVT with Xtronic
Driveline: 
Exterior: Magnetic Black Metallic
Body: 4D Sport Utility SUV


We are conveniently located at:
2015 City Ave NRipley, MS 38663
Call Us (662) 200-5006
Stock Number: P1159 
 2017 Nissan Murano SV with Navigation for sale - Only 30K miles 1 Owner Clean Carfax Bumper to bumper warranty V6 engine Automatic CVT transmission Navigation Back Up Camera Power seats XM radio Bluetooth connectivity Power windows Power locks Cruise Remote starter Luggage rack 18 inch alloy wheels and much more. This vehicle offers a sharp looking color combination of Magnetic Black Metallic paint with Graphite interior. This Nissan has been checked out by our service department and has passed inspection. No need to worry this Murano has remaining factory bumper to bumper warranty until 36000 miles! Also for a few extra dollars per month you can extend the bumper to bumper protection all the way up to 120000 miles!Named a 2017 IIHS Top Safety Pick!Butch Davis Chevrolet will help you save money while having the easiest car buying experience of your life! Many of the vehicles we stock are priced at thousand of dollars below what most other dealers charge. Our low no haggle internet prices are clearly marked on each and every vehicle. No pressure tactics here because our sales staff works on salary. At Butch Davis Chevrolet you will never waste time or get stressed out negotiating price or dealing with pushy commissioned sales people!FINANCING FOR FAIR GOOD AND EXCELLENT CREDIT - We have lenders that offer low interest rates. Most of our vehicles can be financed with 0 down for up to 75 months. The combination of low rates and flexible terms allows our customers with a good credit rating to get a low monthly payment often much less than they expect.FINANCING FOR POOR CREDIT - We have lenders that can help you. Bring your most recent paystub and your ID. A down payment of 2000 dollars or more is recommended.Trade ins are welcome.Open 9-7 during the week and 9-6 on Friday and Saturday. Closed Sundays. THANK YOU!
 Similar Years: 2015 15 2016 16 2017 17 2018 18 2019 19 
Similar Trims: 
Other: V6 CARFAX One Owner 1 Sport Utility SUV S SL LE SV CVT 3.5L L 4WD AWD 4x4 Vehicle Navigation System Bluetooth Back-Up Backup Camera Aluminum Alloy Wheels _2017_ _Nissan_ _Murano_ _SV_ _V6_ _CARFAX_ _One_ _Owner_ _SUV_ _Navigation_ _Bluetooth_ _Backup_ _Camera_ _Aluminum_ _Wheels_ _Sport_ _Utility_ _17_ *2017* *Nissan* *Murano* *SV* *V6* *CARFAX* *One* *Owner* *SUV* *Navigation* *Bluetooth* *Backup* *Camera* *Aluminum* *Wheels* *Sport* *Utility* *17*
"	2017					 gas	 30190			 clean	 automatic	 5N1AZ2MG2HN100799
"2018-01-20 12:26pm
                "	4	"2013 Nissan Altima 4-Cil,2.5L,128,000 miles all power keyless entry push button start CD with auxiliary outlet good a/c and heat very clean car runs and drives great $8,500 call or text anytime  show contact info
"	2013		 excellent	 4 cylinders	 fwd	 gas	 128000	 black	 full-size	 clean	 automatic	
"2018-01-14  4:14pm
                "		Trip Computer, Transmission w/Driver Selectable Mode and Sequential Shift  Uconnect guardian Emergency S.O.S, Trip Computer, Transmission w/Driver Selectable Mode and Sequential Shift Control w/Steering Wheel Controls, Tracker System, Towing w/Trailer Sway Control, Tires: P295/45ZR20 BSW AS, Tire Specific Low Tire Pressure Warning, Tailgate/Rear Door Lock Included w/Power Door Locks, Systems Monitor, Speed Sensitive Rain Detecting Variable Intermittent    	2012		 excellent	 6 cylinders	 4wd	 gas	 69250	 black	 full-size	 clean	 automatic	
"2018-01-13  9:35am
                "		"Automatic. Loaded with every option leather full panoramic sunroof. New tires. Alloy wheels heated power seats and steering wheel. This car is very well maintained and loaded with Navigation, Rear Camera, 20"" wheels and tires, Bose Stereo. It has 3rd row seating for 7 passengers and power liftgate. Car has been well kept up and serviced regularly with regular oil changes. Audi Side Assist blind spot monitoring. 3rd row of seats. Power Tailgate. 20"" inch wheels. All-Wheel Drive. Oil change always up-to-date full synthetic For any information please give me a call or text    "	2012		 excellent	 8 cylinders	 4wd	 gas	 69250	 black	 full-size	 clean	 automatic	
"2018-02-03 10:49am
                "		"This is a low milege suv in great condition lots of new parts 
call clete at  show contact info
show contact info
"	2007		 good	 4 cylinders	 fwd	 gas	 1217960	 brown	 mid-size	 clean	 automatic	 1j8ft47wo7d249820
"2018-02-03 10:39am
                "	7	85 chevy c10, swb, 350, new tires, chrome wheels, leather bucket seats, coated bed, billet interior. 7,000 obo    	1985		 good	 8 cylinders	 fwd	 gas		 white	 full-size	 clean	 automatic	
"2018-02-03 10:38am
                "	7	"I have a very nice and well kept Mustang GT up for sale/trade. The car is a five speed and only has 126k miles on it. It has been garage kept since new. The car is very strong, and shifts through all the gears like it should. The car is not perfect with a few imperfections, but for being a 21 year old car it is in excellent condition. I purchased the car completely stock from an elderly man almost four years ago. I have put less than 10k miles on it since I've had it and only minor performance upgrades. This is not my daily driver and it is only driven every now and then on the weekends. The car comes with two different exhaust setups, one being a Flowmaster American Thunder (current setup) and the other is a SLP Loudmouth. It also has a X-pipe with no cats and it has been tuned. See pics for other mods that have been done. 

I want to sale for $5000 o.b.o or trade for hardtop  mustang,camaro/trans am, or full size truck or suv. 
Text  show contact info
 for info or trades.    "	1997		 excellent	 8 cylinders	 rwd	 gas	 126493	 red		 clean	 manual	
"2018-02-03 10:35am
                "	9	Your looking at a local one owner adult driven like new crew cab Z71. With the following equipment power windows, power door locks, tilt/cruise, leather seats, towing package and more. If you want a new truck without the new truck price this is the one for you contact us @662-456-3756    	2015		 like new	 8 cylinders	 4wd	 gas	 12242	 green	 full-size	 clean	 automatic	 3GCUKREC2FG441734
"2018-02-01  8:10am
                "	2	Like new no smoke car from family 170.000 miles driven locally every day very clean well taken care of call or text only    	2010		 like new	 6 cylinders	 fwd	 gas	 170000	 white	 mid-size	 clean	 automatic	 00000000000
"2018-01-16  8:02am
                "		Very nice truck only needs washing call or text thanks    	2008		 like new	 8 cylinders	 rwd	 gas	 131000	 white	 full-size	 clean	 automatic	 00000000000
"2018-02-01  8:24am
                "	2	Excellent truck 119.000 miles like brand new call or text    	2012		 like new	 8 cylinders	 4wd	 gas	 118000	 black	 full-size	 clean	 automatic	 00000000000
"2018-02-03 10:25am
                "	6	"Your looking at a beautiful local one owner lady driven clean suburban. That includes the following equipment power windows, power locks, tilt/cruise, leather seats (heated and cooled), bucket seats second row, sunroof, dvd, navigation radio, 20"" wheels and more a must see @ 662-456-3756    "	2015		 excellent	 8 cylinders	 rwd	 gas	 92242	 silver	 full-size	 clean	 automatic	 1GNSCKKC1FR162671
"2018-02-03 10:13am
                "	10	This is a locally owned nice 2017 Ram 2500 3/4 ton diesel 4wd crew cab short wheel base. That includes the following equipment power windows, power door locks, tilt cruise and more. Get that almost new truck without the new price give us a call @ 662-456-3756.    	2017		 excellent	 6 cylinders	 4wd	 diesel	 22000	 black	 full-size	 clean	 automatic	 3C6UR5CL6HG539182
"2018-02-03 10:06am
                "	4	V8. Good truck. Go anywhere.314000 miles but going strong.serious buyers only !!!    	2000					 gas				 clean	 automatic	
"2018-01-14  4:37pm
                "	3	177k Miles, leather, good car. Call Greg 662-539-15ten    	2006					 gas	 177000			 clean	 automatic	
"2018-01-28  2:31pm
                "	9	"2004 325i Black on Black on Black ! Great Starter Car  ! Cold A/C with 160,000 miles Auto/V6 Leather sport wheels . Contact Anthony  cell  show contact info
 ! Work #  show contact info
 3,500    "	2004		 good	 6 cylinders	 rwd	 gas	 160000	 black	 mid-size	 clean	 automatic	
"2018-01-23  9:34pm
                "	8	"99 Silverado Extended Cab 2wd
Super Nice!
Has the big 5.3 v-8
Only 134,000 miles-not even broke in
Bought from original owner
No check engine lights and zero leaks
Shifts super smooth
No rips or tears and never smoked in
Daily driver
New tires
Recent oil change
Cruise-manual locks and windows
3rd Door
Towing package (balls do not go)
Only selling because bought a new one
No hurry to sell-keeping miles off new and one
7150 Firm!    "	1999					 gas				 clean	 automatic	
"2018-02-03  9:51am
                "	14	"For sale a 2009 Chevrolet Suburban LT, 5.3 V8, automatic, power windows, door locks, seats, pedals, heated leather seats, am/fm/cd/satellite, Onstar, keyless start, bluetooth, cold ac and hot heat. runs and drives like new, no check engine lights no issues. Clean Carfax suv. Call  show contact info
.    "	2009		 excellent	 8 cylinders	 rwd	 gas	 161428	 black	 full-size	 clean	 automatic	 1GNFC26059R298355
"2018-02-03 10:00am
                "	8	This is a nice 1999 Chevrolet Silverado ext cab Z71 with the following options power windows, power locks, tilt cruise, cd, leather seats, towing package and more. This truck was locally owned by an elder man and is in really good shape must see. Contact us @662-456-3756    	1999		 good	 8 cylinders	 4wd	 gas	 181562	 black	 full-size	 clean	 automatic	 1GCEK19T7XE174356
"2018-02-03  9:44am
                "	14	#2008 nissan maxima se,drive great,auto,4doors,cold ac/heat,alloy wheels,good tires,black leather clean in/out,call 901/921/64 zero9    	2008					 gas	 75			 clean	 automatic	
"2018-02-03  9:50am
                "	13	*2014 chevrolet cruze  only 35k, auto,good ac heat,run and drive great,  nice clean in and outside,cold ac and heat, good tires,serious  inquiries 901.83 one 4163    	2014		 like new	 4 cylinders		 gas	 35			 clean	 automatic	
"2018-01-14  1:15pm
                "	18	"2006 Nissan Altima SE - 4 Door; Fully Loaded; Extra Clean!
128,966 Highway Miles; Lightly Driven; Garage Kept!
Runs and Drives Great!

3.5L 6 Cylinder Gas Saver Engine with Power! - Serviced Regularly; Automatic Transmission!
Excellent on Gas; 28 MPG Highway
Leather Interior; Power Moonroof!
Power HEATED Seats; Power Windows/Power Locks/Power Mirrors
Premium Sound CD Changer AM/FM; Cruise Control; Climate Control; Heat and COLD Air
No Check Engine Light or Other Warning Indicators
Spacious Cargo Area with Deluxe Organizer
Just Detailed
Priced to Sell
Clean Title

Call  show contact info
"	2006					 gas				 clean	 automatic	
"2018-01-17 11:50am
                "	14	Selling my BMW 335i hard top convertible with only 47,xxx original miles and zero issues. It is a two owner vehicle with a clean carfax and always serviced at BMW dealership. It is fully loaded and has every option available including soft close doors, comfort access, navigation, iDrive, adaptive headlights, HID lamps, paddle shifters, steering wheel controls, black leather, power seats, sport package, and premium package. I have documented paperwork on every single service done on the car since it was brand new. It has extensive paperwork and services done and has had over $6000 spent in maintenance and services in the past year or so. I am 68 years old and rarely drive her much except to Sunday church and warm summer Saturdays. The paint looks like new as does the interior and it is a very fast sports car. It is completely stock and has new tires on all four corners. I have title in hand and will not negotiate over the phone. This is the lowest mile 335i I've seen out there and for the money you can't beat it. The original price of this 335i was over $60,000 new so this is merely a fraction of the price for a practically brand new car.    	2008		 like new	 6 cylinders	 rwd	 gas	 47000	 red		 clean	 automatic	
"2018-02-03  9:50am
                "	18	*2008 nissan ALTIMA 2.5 SL only 62k, good condition, sunroof pwl , keyless ,push button start ,radio with boss systerm , good tires with alloy wheel ,nice leather seat run and drive greats ,gassaver ,well mantaince serious call 901/ 335/ 755zero    	2008		 like new	 6 cylinders		 gas	 62			 clean	 automatic	
"2018-01-26  3:01pm
                "	11	"For sale a 2013 Volkswagen Beetle Hatchback Turbo,  2.0 Turbo, 6 speed automatic, power windows, door locks, cruise control. tilt wheel, keyless entry, am/fm/cd/satellite, bluetooth, Fender Stereo, heated leather seats, power sunroof, runs and drives like new. Super clean inside and out. Clean Carfax one owner beetle. Call  show contact info
.    "	2013		 excellent	 4 cylinders	 fwd	 gas	 129699	 blue	 mid-size	 clean	 automatic	 3VWV67AT2DM616420
"2018-01-26  2:30pm
                "	15	"For sale a 2013 Dodge Grand Caravan SXT, 3.6 V6, 6 speed automatic, front and rear ac and heat, power windows, door locks, tilt wheel, cruise control, am/fm/cd, keyless entry, 2 power sliding doors, power liftgate, quad seating, runs and drives like new, no check engine lights no issues. Clean Carfax one owner van. Call  show contact info
.    "	2013		 excellent	 6 cylinders	 fwd	 gas	 135271	 white	 mid-size	 clean	 automatic	 2C4RDGCG8DR755566
"2018-01-22 10:56am
                "	13	"For sale a 2006 Ford F250 SD crew cab, 6.0 turbo diesel, automatic, 4WD, cruise control, tilt wheel, am/fm/cd/MP3, cold ac and hot heat, good tires, runs and drives great, no check engine lights no issues, EGR deleted, brake control, gooseneck hitch. Clean Carfax truck. Call  show contact info
.    "	2006		 good	 8 cylinders	 4wd	 diesel	 238399	 white	 full-size	 clean	 automatic	 1FTSW21P76EC56467
"2018-01-18 11:12am
                "	12	"For sale a 2012 Chevrolet Impala LS, 3.6 liter V6, automatic, power windows, door locks, tilt wheel, am/fm/MP3, new tires, runs and drives great. Clean Carfax car. Call  show contact info
.    "	2012		 excellent	 6 cylinders	 fwd	 gas	 97705	 brown	 mid-size	 clean	 automatic	 2G1WF5E32C1193763
"2018-02-03  9:43am
                "	17	"56747 miles,super clean,road ready,keyless entry keyless start,garage kept,BMW serviced,new tires 2 sets with wheels. $19500  show contact info
"	2009		 excellent	 8 cylinders		 gas	 56747			 clean	 automatic	
"2018-01-20 11:01am
                "	13	"For sale a 2003 Ford F150 XLT 4 door. 4.6 V8, automatic, power windows, door locks, tilt wheel, cruise control, cold ac and hot heat, am/fm/cd, fair tires, runs and drives great, no check engine lights no issues. Clean Carfax truck. Call  show contact info
.    "	2003		 excellent	 8 cylinders	 rwd	 gas	 221000	 grey	 full-size	 clean	 automatic	 1FTRW07663KB72932
